appId,title,description,genres,primaryGenre,contentRating,size,supportedVersion,released,version,price,developer,score,reviews,store,title length 
com.reali.app,Reali - Buy & Sell Homes,"Reali is a full-service real estate brokerage that fuses mobile app-based technology with real estate professionals. Our experience guides home buyers and sellers every step of the process, while saving thousands of dollars.

Reali is active throughout all of California.

HOW BUYING WITH REALI IS DIFFERENT
鈥 Tech-Powered: Take care of every step of the whole home buying process in one app, from anywhere.

鈥 Expert Supported: Reali Experts are licensed real estate professionals with years of experience as brokers, agents, and realtors. At Reali, they are fully salaried employees鈥攏o pushy pitches and no commissions involved, so your best interest is our biggest priority. From taking care of documents to meeting you for inspections, our Reali Experts have you covered.

鈥 Killer Cash Back: Reali Buyers receive a cash back refund of the Buyer鈥檚 agent commission, typically 2.5-3% of the selling price, minus a flat fee. On a million dollar home, that鈥檚 up to $20,000!

REALI APP FEATURES
鈥 Chat with an Expert: Experts are available to you in the app or by phone, 9am-6pm everyday of the week. Ask questions throughout the home buying process, request comps and disclosures, get offer updates, and more! 

鈥 Search homes for sale: Gain access to thousands of MLS listings, view 360 degree images, and get property details.

鈥 Schedule a visit: View open house times or schedule a personal tour鈥攋ust tell us a time that works for you and a Reali Expert will meet you there.

鈥 Place an offer: When you鈥檙e ready to buy a home, place your offer through the Reali app and our Reali Experts will take care of the rest.

INTERESTED IN SELLING?
Reali鈥檚 got you covered! Here鈥檚 what to expect when you sell your home.

鈥 Reali Marketing Package: Our Reali Seller package includes customized digital campaigns, website, photography, video, 3D floor plans, promoting and hosting open houses, and our exclusive IdeaStaging technology, which allows prospective buyers to view rooms of your home virtually staged, with different living space styles. 

鈥 Flat Fees for Sellers: Reali replaces the listing commission with a flat fee鈥攖his is thousands less than the typical 2.5-3% Seller鈥檚 agent commission.

鈥 Getting Started: Chat with our Reali Experts in the app or call them at 1-844-Hi-Reali to get started with the selling process.

""With Reali, we got everything we wanted out of a realtor, but we got a team of people and a better price. We were thrilled!"" - Juliana B., Reali Seller

DRE 01989218","[""Lifestyle""]",Lifestyle,4+,95768576,4,18/10/2016,1.6.2,0,Reali Inc.,3.5,78,app store,24
com.rebagg.ios,Rebag - Luxury Resale,"Rebag was created to ensure every bag you own is a bag you love. Shop the world鈥檚 most coveted handbags, and move on from unwanted baggage the second you鈥檙e ready.

BUY:
Shop thousands of handbags from 50+ designer brands, including Chanel, Hermes, Louis Vuitton, and more. All of our bags are white-glove inspected for the highest of quality and authenticity, with new arrivals added every week.

SELL:
Is your bag collecting dust instead of compliments? Time to hand it over. Sell your bags for upfront payment so you can use the funds to put toward your next handbag love. Sell in stores in less than 60 minutes, or receive a free quote within 1-2 business days when you sell on the app or online.

EXCHANGE:
Get credit for your bag. With Rebag Infinity, turn in any Rebag bag within 6 months for 70% of its original price in Rebag Credit. Go from one handbag to the next with no regrets.

We exclusively buy 46 brands 鈥 please do not submit any other brand for a quote except for the following: 3.1 Phillip Lim, Alaia, Alexander McQueen, Alexander Wang, Balenciaga, Bottega Veneta, Burberry, Bvlgari, Celine, Chanel, Chloe, Christian Dior, Christian Louboutin, Dolce & Gabbana, Fendi, Givenchy, Goyard, Gucci, Hermes, Jimmy Choo, Judith Leiber, Lanvin, Loewe, Louis Vuitton, M2Malletier, Mansur Gavriel, Mark Cross, Marni, Miu Miu, Mulberry, Nancy Gonzalez, Nina Ricci, Oscar de la Renta, Prada, Proenza Schouler, Ralph Lauren Collection, Sacai, Saint Laurent / Yves Saint Laurent, Salvatore Ferragamo, Stella McCartney, The Row, Thom Browne, Tod's, Tom Ford, Valentino, and Versace.

Rebag is not affiliated with any designer brand.","[""Lifestyle""]",Lifestyle,4+,160022528,4,29/07/2015,4.13,0,Trendly Inc,4.5,314,app store,21
com.RentHoop.RentHoop,RentHoop - Roommate Finder,"RentHoop - Roommate Finder, has been featured by MTVu, NBCNews, USA Today College and college newspapers as the app that takes the ""tediousness and guesswork"" out of finding a roommate and a room to rent.
 
Here鈥檚 how easy it is. You choose where you need a roommate and we show you potential roomies in the area. You鈥檒l be able to see the following information about each user with Facebook login. 
 
-profile picture
-name, age
-mutual friends, mutual likes
-budget, when need a roommate by
-job, college
-Dealbreakers 
-about section that tells you more about what the other person wants
- photos of rooms for rent

Enabling us to use your Facebook info allows potential roommates to see mutual friends, interests and other important tidbits you'd want to know about your next roomie. Here's what else you'll see.

Our newest feature allows you to search by College. The cities with the most users are in greater Los Angeles and Seattle. Our app is especially popular at Western Washington University, Santa Monica College, UCLA, USC, University of Washington and more.  RentHoop is the best college roommate finder.
 
Once you find somebody who is a possible fit as a roommate, you can favorite them or message them directly.

We pride ourselves on being the best roommate finder for an easy to use, familiar interface. 

Whether you already have a room for rent in your apartment that needs to be filled or are looking for people to rent a house you found, RentHoop - Roommate Finder can connect with you an awesome roomie.

RentHoop - Roommate Finder is available for free! Please contact us as support@renthoop.com for any support related issues. 

@RentHoop or @RentHoopApp on IG for funny roommate stories.

FAQ: Do I have to sign in with Facebook?

A: Yes, we need to validate who you are.

FAQ: Why do you need my friends list?

A: So that we can show you people who you have mutual friends with on the app?

FAQ: Does RentHoop work whether I have an apartment or house with a room available?

A: Yes! If you have a room for rent, select 'Have.' If you need a roommate and a room, click ""Need.""

FAQ: Why is RentHoop the best app to help me find roommates?

A: It's fun, easy to use and completely free. You can find potential roommates one swipe away. 

FAQ: What if I have a property for rent. Can I list it on the RentHoop app?

A: Not yet! Please contact support@renthoop.com for special requests. 

FAQ: What if I'm looking for multiple roommates?

A: Specify how many people you're looking for as roommates in the 'About' section. If people are potentially compatible, you may match with multiple roommates. 

FAQ: Where is RentHoop available?

A: Our is available in greater Los Angeles, Seattle and Bellingham.

FAQ: What happens if I don't find a roommate on RentHoop? 

A: Contact us at support@renthoop.com and let us know how we could have helped with your roommate search!

FAQ: Can I post pictures of my apartment that has rooms for rent if I have a room available?

A: Yes! 

FAQ: What are the other roommate apps? Should I use them. 

A: Roomi, Roomster, SpareRoom, LiveWith. No.","[""Lifestyle"",""Social Networking""]",Lifestyle,17+,65455104,4,02/05/2016,2.0.0,0,Dreamler Inc.,4,48,app store,26
com.bluerhino.rhinogauge,Rhino Gauge,"Everybody hates running out of gas while grilling. The Rhino Gauge app, from Blue Rhino, America鈥檚 leading brand of propane tank exchange, can help prevent that.

Just answer a few questions about how you grill and the last time you bought propane. Based on the information you provide, the app will predict when you should need gas again.* For an even better estimate, you can also enter each and every cookout.

To keep an eye on your estimated tank fill level, just click 鈥淐heck Propane.鈥 When the gauge shows 鈥渓ow,鈥 it is time to get more propane! 

The app also shows Blue Rhino locations near you so you can get back to the grill, quick and easy. And there鈥檚 even a timer built into the app so you can keep track of grilling time.

Keep grilling with the Rhino Gauge!



*Calculations based on the standard fill level of Blue Rhino tanks. Results vary as propane fill level is affected by many factors.","[""Lifestyle""]",Lifestyle,4+,65258496,5,01/03/2012,3,0,Blue Rhino,2,12,app store,11
com.riffleoutdoors,Riffle - Fly fishing reports and community,"Riffle makes fly fishing better through fishing reports and community. Get real time weather and water conditions, share your catches, and learn new techniques from the best.

* Fish smarter with local weather conditions, forecasts, stream flows, and gage heights for the entire United States and much of the world.

* Share your catches for anyone to see and view all the great catches from the rest of the fly fishing community around the world.

* Search any area to see where has been fishing the best and find the right times of day and flies to use in that area.

* Find the top local guides in the area and get in touch quickly.

* Watch high quality lessons from the pros teaching new techniques and tips to become a better angler.

Riffle takes advantage of data sources like the USGS, which keeps track of streamflows and gage heights throughout the country and world to give you, the fly fishing angler, the most accurate and up-to-date fishing conditions.

Combine that with individual anglers uploading more information about a fishing area and we provide the most complete resource for fly fishing in the app store.","[""Lifestyle"",""Sports""]",Lifestyle,4+,49334272,4,18/04/2016,1.4.0,0,IAN F SEFFERMAN,4.5,9,app store,42
com.emngok.ringtonesfree,Ringtones Topper 鈥 Create Ringtone Maker and Create Funny Music Ring Tones!,"All in ONE free RINGTONES App (convert music & record with mic)

-- SUPPORT CUSTOMIZE --

+ Ringtone (default and for each contact)
+ Text tone (default and for each contact)
+ New voice mail alert
+ New mail alert
+ Calendar alert
+ Reminder alert
+ ...

- Create ringtones with VOICE MORPHING effects.

- Create unlimited ringtones from songs in Music Library of your iPhone.

- Create unlimited ringtones from recording sounds.

- Create ringtone with audio files from another applications (which apps have Open In function) .


GO TO ""MORE"" SCREEN OF THE APP > ""HELP"" FOR MORE INSTRUCTIONS.","[""Lifestyle"",""Photo & Video""]",Lifestyle,4+,30523392,5,01/07/2016,1,0,Van Duc Nguyen,4.5,87,app store,75
com.vaxcel.meshled,Robbie Led,"Compatible with Bluetooth 4.0 or newer 
Adjustable brightness and color.
Pre-set On/Off time.
Custom light theme setting. 
Allow to control multiple light at once for smart home lighting control","[""Lifestyle"",""Utilities""]",Lifestyle,4+,4901888,5,27/05/2016,4.6,0,Vaxcel International Co. Ltd.,1.5,24,app store,10
com.robin8.rb,Robin8-涓汉褰卞搷鍔涚鐞嗗钩鍙,"Robin8 - Leading social media app for celebrities, influencers, bloggers and thought leaders to share content from their favorite brands

- Share products and content you like
- The more you share and use App, the better it understands your influence

Be popular, be a trendsetter and be the first to discover new products and brands on Robin8! Be a brand ambassador for your favorite brands. Now you can make money by promoting products you like. With Robin8, everyone can join the influencer sharing economy! Our proprietary big data analysis and machine learning technology will match you with campaigns and content that's just right for you.","[""Lifestyle""]",Lifestyle,4+,53827584,5,08/03/2016,2.5.0,0,缃楀绉戞妧(鍖椾含)鏈夐檺鍏徃,5,7,app store,18
com.paul.bobwatches,ROLEX - THE OFFICIAL APP OF BOB'S WATCHES,"""In the benighted world of watch retail, Bob's is basically Google"" - TechCrunch

Get the first look on our Daily New Arrivals and stay in the know with the watch world鈥檚 most enthusiastic app: Swipe right to Like your favorite Rolex . Our FREE app is the fun and easy way to stay connected with all things watches. Explore, buy and share the best of Rolex, all in one place.  From vintage classics to New Arrivals, Bob's App is the inside source for what you love most about Rolex

THE ULTIMATE ROLEX WATCH APP

Get the 1st Look on Daily New Arrivals to Buy & Sell
Get Exclusive Deals on Watches and Accessories
Rolex Serial Numbers Look Up Tool 鈥 Find Dates in Seconds

The all-in-one watch app to shop, learn, browse, taste and smell all things watches. 
鈥∕AKE IT PERSONAL
Swipe Right to focus on the models that matter most to you by creating a customized 鈥淔avorites鈥 folder.  Use the Swipe feature to save favorites and organize them with the Watch Box tool鈥ㄢ℅ET THE STORIES 鈥⊿tay connected: Learn about the inspiration, benefits and heritage of Rolex with exclusive and aggregated news, and content straight from your favorite watch blogs and forums 鈥 all in one place. Set up notifications about upcoming releases, and share news, photos and videos with friends.

Check out the News and Reference sections for a curated selection of the latest watch news, or connect to other watch enthusiasts via our Forums section. Not only will you have access to www.BobsWatches.com own forum, but you can also link to the most popular watch forums online without ever having to leave the app. 
鈥ㄢ⊿TAY A STEP AHEAD
An authenticated global marketplace that allows you to buy and sell luxury watches from leading watch brands. Shoppers can get up to 45% off retail prices and sellers earn fair market value for their items. The app also provides an all-inclusive community for watch enthusiasts to keep up to date on the latest watch news and connect with other watch fans.   

From the founders of the Pre-Owned Rolex Exchange concept now comes a watch app that does it all. 

TOOLS
Use our handy reference tools and lists to appraise and identify Rolex model numbers, country codes, clasp codes, case numbers, etc. Find the date of when your Rolex was made with our easy Rolex Serial numbers look up list from our certified database.  

SHOPPING 

Browse through hundreds of high-quality watches from Rolex, Patek Philippe, Panerai, Cartier, Tiffany and so many more. Whether you鈥檙e looking for a Submariner, Datejust, GMT-Master, Daytona, President, or any other timepiece, it鈥檚 never been easier to shop Bob鈥檚 Watches鈥 premier inventory. Every item for sale has been has been authenticated by in-house watch experts for 100% guaranteed authenticity and is available for immediate shipping. 

SELLING AT FAIR MARKET VALUE

Use the selling option to receive a fast quote for your used, pre-owned or vintage Rolex timepiece. Bob鈥檚 Watches openly publishes the buy and sell prices of specific models, which means that buyers and sellers will always be offered fair market value for their timepieces


Bob鈥檚 Watches in the press

""Unlike competitors, Bob's Watches openly publishes the sale price鈥"" - Forbes
""A major player in the used Rolex market"" 鈥 Maxim

""The best place to buy (or sell) vintage Rolex watches."" - Playboy","[""Lifestyle"",""Shopping""]",Lifestyle,4+,28679168,5,11/05/2016,2.0.5,0,"CME International, LLC",4.5,27,app store,41
com.subsplashconsulting.5VQ9XT,Ron Carpenter,"Welcome to the official Ron Carpenter app.
 
When you download this FREE app, you get exclusive access to Ron Carpenter news, events, updates & ""The Vault,"" where you can access the sermon catalog to view message series from Pastor Ron Carpenter as well as travel schedule and other features.
 
FEATURES:
路 Listen and Watch Live
路 The Vault (On Demand)
路 Make Secure Donations
路 View travel schedule
路 Follow Ron Carpenter on Facebook, Instagram & Twitter
路 Tools to help share your faith
路 Receive instant notification of newly added content
 
NOTE: An internet connection is required for non-cellular devices.
For more information about Ron Carpenter, please visit:
http://www.roncarpenter.com/
 
The Ron Carpenter app was created with the Subsplash App Platform.","[""Lifestyle""]",Lifestyle,4+,18606080,5,08/05/2017,4.9.5,0,Subsplash Inc,4,18,app store,13
com.icandesignapp.all,Room Planner - Design Home 3D,"If you just bought a house or an apartment or want to decorate your existing property, we can help you do it easier, with less hustle and achieve better results in less time for the little fraction of total expense.

With the application you can:
- Visualize your dream and get a better idea of what it will really look like
- Enrich your habitation with the furniture from world famous brands
- Change anything in the picture, from colors on the walls to layout of the furniture
- Share your vision with your partner, flatmates or constructors

Start from one of the existing handcrafted projects made by the industry professionals or an empty room. Change furniture, decoration, add new items from IKEA or other brands, observe your room from different points, create photo-realistic snapshots and see how your image becomes a reality.

The application has design themes for decorating living room, bedroom, kitchen, bathroom and many others.

The app includes the most popular products from the IKEA product range.

Additional features like ready-made designs, full furniture catalog (5000 products), 3ds Max export, unlimited number of rooms and photorealistic HD renders are available through an auto-renewable subscription for a week, month or year. Payment will be charged to your iTunes account at confirmation of purchase. Subscriptions will automatically renew unless auto-renew is turned off at least 24 hours before the end of the current period. Your account will be charged for renewal, in accordance with your plan, within 24 hours prior to the end of the current period. You can manage or turn off auto-renew in your Apple lD account settings any time after purchase. Any unused portion of a free trial period, if offered, will be forfeited when you purchase a subscription.
Terms of Use: https://icandesignapp.com/terms/
Privacy Policy: https://icandesignapp.com/privacy/","[""Lifestyle""]",Lifestyle,4+,1349961728,5,08/04/2016,8.8.0,0,Oleksandr Rysenko,4.5,2399,app store,29
gigster.room8,ROOM8: Find Your Roommate,"ROOM8 is a roommate matching app designed to serve renters. Utilizing social media data, ROOM8 produces matches based on mutual connections, budget, location, lifestyle and interests. Whether you鈥檙e looking to fill a room or find a room, ROOM8 has created an all-in-one marketplace that has taken an often stressful experience and made it easy, safe and fun.

Why use ROOM8?

路 Find people you would actually want to live with! 

路 Get started in minutes. Use your Facebook or LinkedIn account to quickly get your profile started. 

路 Save yourself the hassle of emailing back and forth. Use ROOM8's easy in-app chat to get to know potential roommates, share additional information and pictures.

路 Don鈥檛 get spammed with messages. No more reading through countless emails!

路 Access our list of highly curated vacant properties that are available to rent, and directly reach out to landlords. 

Love the app? Rate us! We鈥檙e always looking for feedback, and better ways to improve.
www.room8.io","[""Lifestyle"",""Social Networking""]",Lifestyle,17+,42951680,2,17/01/2017,2.37,0,Orbit Labs LLC,3.5,86,app store,25
com.roomster.ios,Roomster: Roommates & Rooms,"More people around the world are choosing to live together and we think sharing a place can be a brilliant living experience and a great way to save (or make) money so we can all live better.

Founded in September of 2003 and based in New York City, Roomster has made the experience of sharing a home easy & safe. Roomster is a trusted name for people to post & search Roommates and Rooms for rent around the world with other like-minded individuals. Roomster connects people at all price points in 192 countries.

禄 Use Facebook login to create your profile and update roommate preferences
禄 Search for roommates based on personal interests and living preferences
禄 Roomster鈥檚 in-app messaging makes it safe and easy to chat with potential roommates
禄 Roomster serves up recent rooms posted by people searching for roommates
禄 Post your apartments, rooms & sublets within the app so matches can connect with you

With 24/7 customer service and an always expanding community of users, Roomster is the best way for people to monetize their extra space and make it available to a membership of authentic individuals.

Roomster subscription options start at $9.99 per week: 

Your iTunes account will be charged at confirmation of your purchase and will automatically renew for the same price and duration period as the original package. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings on the device. If you haven鈥檛 subscribed via iTunes, you can manage your subscription through Roomster.

Consult our Privacy Policy at https://www.roomster.com/privacy
And our Terms of Use at https://www.roomster.com/terms

Roommates, roommate finder, roommate, flatshare, flat share, flatmate, apartments, shares, apartment rentals, rooms for rent, room for rent","[""Lifestyle"",""Social Networking""]",Lifestyle,17+,109669376,3,25/03/2016,1.13.2,0,Roomster Corp.,4,8607,app store,27
com.felilab.rosary,RosaryMate - Pray Holy Rosary,"Hey Catholics! Hey Christians!. Start praying Rosary today with RosaryMate! 
We are very proud to introduce you our Rosary application, with nice, modern design and very easy control. Just swipe to go to next bead. Or simply tap bead.
You can also tap play button and listen to voice saying prayers with you. 
RosaryMate displays current bead prayer, mystery number and mystery title. Sorrowful, Glorious, Joyful and Luminous mysteries are automatically selected by day. 
It is also possible to offer intentions - just select one of the public Intentions or add your own and start praying.
RosaryMate also includes prayers: Glory be, Hail Mary, Our Father, I believe in God, Fatima Prayer.
So Catholics, Christians, install RosaryMate and pray to our Lady!

Short description for the Rosary below:

The Rosary is a devotion in honor of the Virgin Mary. It consists of a set number of specific prayers. First are the introductory prayers: one Apostles鈥 Creed (Credo), one Our Father (the Pater Noster or the Lord鈥檚 Prayer), three Hail Mary鈥檚 (Ave鈥檚), one Glory Be (Gloria Patri). 
Between the introductory prayers and the concluding prayer is the meat of the rosary: the decades. Each decade is composed of ten Hail Marys. Each decade is bracketed between an Our Father and a Glory Be, so each decade actually has twelve prayers. 
Each decade is devoted to a mystery regarding the life of Jesus or his mother. Here the word mystery refers to a truth of the faith, not to something incomprehensible, as in the line, ""It鈥檚 a mystery to me!"" The twenty mysteries are divided into four groups of five: the Joyful, the Sorrowful, the Glorious, the Luminous. When people speak of ""saying the rosary"" they usually mean saying any set of five (which takes about fifteen minutes).","[""Lifestyle"",""Reference""]",Lifestyle,4+,87887872,2,26/02/2016,2.6,0,Tomasz Powalka,4.5,772,app store,29
mobiagua.mjfuentez1.RosieRiveraApp,Rosie Rivera,"This is the official Rosie Rivera mobile app. Where you will find a ton of value through inspirational content. Get first hand pictures, videos, podcasts, and exclusive insight into Rosie Rivera's ministry. Get exclusive access to ""Dear Rosie"" in our social media section where you will be able to write questions or share your testimony and have Rosie answer and comment through a biblical perspective.","[""Lifestyle""]",Lifestyle,17+,184329216,5,22/03/2017,1.18,0,"OC Pixel, LLC",5,12,app store,12
co.runawaypets.runawaypets,Runaway Pets,"** Lost a pet?
Nothing is as terrifying than when your pet goes missing.
In three easy steps, you can mark the last seen location of your pet, upload your pets details and a picture, notify all the users in your area & for even more coverage share your post on social media.
Best of all it free!

** Looking to earn some extra cash?
Our goal is to help reunite as many pets with their owners. But we need your help! Most posts have a cash reward to secure the safe return of their pets.
We notify users who are in the area when a pet has been lost. So if you can reunite the pet with the owner, you can claim the reward.

** Our features
- 3 easy steps to notify all users in the area.
- Simple Sign Up/ Login process.
- Easy to use upload and crop the pet's image.

10 million pets are lost each year & only 1 in 10 is reunited with their owner. Let's get these statistics up!","[""Lifestyle""]",Lifestyle,4+,40083456,5,22/09/2016,4.1.0,0,Foxstrike Limited,4.5,24,app store,12
com.nimble.rvpetsafetydist,RV PetSafety,"As Pet Parent, you would love to take your dogs with you wherever you go. But there are times when you must leave your four-legged kiddo in the RV/home or car alone- say while you take a short trek or run a shopping errand. Also, while you are enjoying the sunny the outdoors, you do not want your furry baby to be suffering a heatstroke inside the RV or car while you are gone.
The temperature inside your vehicle climbs to alarming levels rapidly and any pet left inside the RV/Car is under the mercy of the heat. Every year 100s of dogs suffer and die from heat strokes when left in a hot car/RV.

With RV PetSafety it is easy to keep your pets safe. To learn more, visit https://rvpetsafety.com.

Here鈥檚 what you can do with RV PetSafety:

鈥 Monitor your pet鈥檚 environment temperature from anywhere
鈥 Pet parent receives text and email alerts when the temperature becomes critical
鈥 Track your RV鈥檚 location using the built-in GPS tracker
鈥 Create and maintain your pet profile using the App
鈥 Completely cellular powered so you do not need Wi-Fi.
鈥 Peel and stick option for quick and easy installation

--------
Like us on Facebook: https://www.facebook.com/rvpetsafety
Follow us on Twitter: https://twitter.com/rvpetsafety
Follow us on Instagram: https://instagram.com/rvpetsafety
Follow us on Pinterest: https://www.pinterest.com/rvpetsafety
Ask any questions: support@rvpetsafety.com","[""Lifestyle""]",Lifestyle,4+,82825216,4,08/09/2016,6.1.6,0,Nimble Wireless,4.5,116,app store,12
com.TraderOnline.RVTrader,RV Trader: Shop RVs,"The new RV Trader application is GPS-sensitive and puts more approximately 90,000 new and used RVs at your fingertips. Find a dealer in the RV Trader Dealer Network near you or search the RVTrader.com database for RVs by type, new/used condition, price range and model year - in a specific ZIP code or by location! View multiple RV and dealer locations on enhanced Google Maps and quickly access driving directions. Each RV listing provides a detailed description, including length and stock number, along with multiple photos of the RV for sale. Look for YouTube videos on select listings. Contact the seller of the RV immediately by phone or email - or, map the driving directions to the dealership and be on your way! Want to send the RV to a friend or save it in your favorites? You can do both with the RV Trader iPhone application.","[""Lifestyle"",""Travel""]",Lifestyle,4+,133451776,4,30/11/2009,5.0.13,0,"Trader Interactive, LLC",2.5,990,app store,19
com.campingworld.apps.RVCare,RVCare - Camping World,"Good Sam Elite members, don鈥檛 let trouble with your RV and overwhelming resources stop you from enjoying your trip. Our exclusive app for members of the Good Sam Elite Club with Camping World aims to provide honest, helpful resources for direct RV help and support. This app is a one-stop resource for RV owners to request troubleshooting care by either live chatting with a representative, or scheduling a callback time that works best for your schedule.

Features include:

-Find your Service Center nearest to your location.
-Create a ticket with a description and attach images of your issue and receive direct access to a representative via a chat messaging system who can help solve problems with your RV.
-Have a problem after hours? Create a ticket and schedule a call back with the specific times available with a representative during open hours that works best for you.
-Keep track of both your open and closed support tickets.
-New 'My RV' section that records your RV and customer information so representatives can provide faster service.
-Exclusive access to coupons for Good Sam Elite Club Members

Members of the Good Sam Elite Club will receive access to the RVCare app if an RV is purchased via Camping World or one of our affiliated partners.

Find all the information you need regarding RV care and maintenance in one convenient place. We hope you enjoy the Camping World RVCare App and please stay tuned for more features to come!","[""Lifestyle""]",Lifestyle,4+,24452096,4,01/03/2018,2.0.2,0,Camping World,2.5,5,app store,22
com.riverspin.saever,"Saever - Hire pros, get quotes","Saever is a service marketplace mobile app that matches your service needs and connects you with local service providers. When you submit a job, Saever does the best matchmaking for your job, contact them and gets you instant and anonymous quotes. You review their profile, rating, and earlier works, all from one place within Saever and then hire the one best for your job.

Saever app allows people to request for different services in a most secure way and at a requested date/time. Saever app matches your service needs and connects them with the people locally. You can choose to get service quotes from people you already know or let Saever do the best matchmaking for you. You review their quotes, profile, rating, earlier works, all from one place within Saever app and then select the one best for your job. Once connected, Saever provides you the best tool and features so that you and service providers focus on completing your project.

Saever app brings carefully selected geographical-based service offerings to meet customer needs. These are:

House: Flooring, Handyman, Cleaning, Gardner, Moving, Painting, Landscape, Shelving, Decoration, Pest, Security

Personal: Nannies, Car Wash, Delivery, Help, Road Side, Shopping, Pickup, Salon, Pet Care, Tailoring, Tutoring, Laundry

Repair: Electrical, Appliance, Plumbing, Carpentry, HVAC, Phone, Computer, Media

Pro: Accounting, Technology, Notary, Printing, Shipping, Biz Event, Tax, Legal, Telecom, Software, Staffing, Social

Event: Catering, Photography, Bridal, Rentals, Management, Performers, Touring, Video, Transportation

Wellness: Fitness, Dietitian, Yoga, Therapist, Elder Care","[""Lifestyle"",""Social Networking""]",Lifestyle,4+,82990080,4,16/05/2017,1.5.0,0,River Spin Inc.,5,6,app store,30
com.sprint.safefound,Safe & Found,"Safe & Found provides families with peace of mind when it comes to family safety and security.  In a single app, parents can keep an eye on the location of each member of the family鈥檚 device and monitor and manage digital content on each child鈥檚 device.   
Simply, we want you to spend less time worrying and more time enjoying family life.

-   Everyone is covered and protected: available for ALL family members on any iPhone or iPad.

-   Adding new family members is easy, works with devices from other mobile providers: virtually anyone and anywhere in the world with a device that has internet service, not just Sprint customers not just the Sprint Network

-   Always know where your family members are: by locating their device in real time, create and modify safety locations like home, schools, soccer field, with auto-notification of when a family member enters or leaves a safety area

-   Remotely locate and retrieve your family鈥檚 devices in case they are lost or stolen: ring the iphone, lock it or wipe its content

-   Safety first:  the convenient SOS button that allows you to immediately send important alerts to all family members at once

-   You are in full control of your family鈥檚 digital content: manage and restrict installs of new apps and schedule and block usage of already installed apps and games

-   Protect everyone from unwanted callers with ability to restrict incoming email and calls","[""Lifestyle""]",Lifestyle,4+,39522304,4,05/10/2017,1.6.0,0,Sprint,4,551,app store,12
com.safelagoon.parental-control,Safe Lagoon Parental Control,"Safe Lagoon helps you save time providing healthy mobile device experiences for your kids. Our pact to you: to proactively alert you to issues your children face online while allowing you to remotely manage their iPhones, iPads and iPods on the go.

With Safe Lagoon providing peace of mind for the entire family has never been easier.

Leading child professionals, industry experts and parents have been involved in the development of Safe Lagoon with the goal of creating the most comprehensive and easy to use parental control solution help guide children in this connected online world. 

Free web filtering protects your kids from viewing inappropriate sites while the app in Parental Mode lets you monitor all your children's call, text and chat activity, screentime, app usage and location from anywhere! Safe Lagoon puts you back in control of bedtime, dinnertime study time and family time throughout the day.

With Safe Lagoon:
鈥 Real time remote management
鈥 Set up Easy Schedules: set healthy limits on App & Internet screen time
鈥 Instant Block: all downloaded Apps and Games
鈥 Monitor YouTube usage
鈥 Family GPS Location Tracking: 聽find your child鈥檚 location on a map
鈥 Setup Virtual Fences: know when they come and go from their favorite places
鈥 See the websites blocked and the searches made by your child
鈥 Manage screen time by phone or any web browser 
鈥 View Social Network Activity - Instagram, YouTube, VK & more on the way

By paring your family鈥檚 iPads, iPhones, iPods to Safe Lagoon, you have the power to manage your entire family鈥檚 screen time & device use from one powerful application.

Healthy Time Management
Safe Lagoon allows you to easily schedule game and Internet screen time for your children with our easy to configure interface. Remotely keep track of how long your child is spending on apps and how many times they pick up their phone. 

Block Dangerous Websites
Safe Lagoon is always on and working to block dangerous Internet sites on your child鈥檚 tablet or mobile phone.

Find your Child
Safe Lagoon GPS Tracker and family locator provides you real time location information of your child's device and keeps you updated on their movements. 

Advanced Monitoring
Safe Lagoon uses a unique method for monitoring your child's device so that you are sure to know where, when, who and what - automatically.

Instant Notifications
Safe Lagoon alerts you of suspicious online activities while protecting your children from predators and cyberbullies.

Remote Control by Parent App
Safe Lagoon's Parental App is your interactive window to set up and manage all your child's online activity. Remotely change their daily limit, bedtime and school time settings. From the palm of your hand!

3 easy steps:
1. Install Safe Lagoon on your child鈥檚 iOS device to create your account and set up protection. 
2. Install Safe Lagoon on your smartphone in Parent App Mode or log in from any iOS or PC browser to view your child鈥檚 activity, manage and set rules, like scheduling usage of apps or creating a location perimeter.
3. Repeat! Install on all your family鈥檚 devices to provide peace of mind and healthy online experiences for your loved ones. 

Safe Lagoon for Apple works on any iOS device, anywhere, anytime. 

Please note: We are unique!
During a blocked state icons are removed from the home screen. Due to current iOS limitations, after apps are unblocked, the icons will return to the home screen in alphabetical order and outside of any folders...but we have a solution for this! 
It鈥檚 called the Keeper and it's only available here with Safe Lagoon!

More information can be found at https://safelagoon.com

Like us on Facebook https://www.facebook.com/safelagoon/ and follow us on Twitter 

Try us for free today!

Need help? Check out https://safelagoon.com/en/help.html

Questions? We love them so please get in touch with us at hello@safelagoon.com","[""Lifestyle""]",Lifestyle,4+,44182528,4,19/12/2016,1.0.527,0,Safe Lagoon Software Inc.,2.5,22,app store,28
